site_size_ha,towers_required,guard_coverage_hrs_per_day,guard_coverage_days_per_week,deployment_weeks,guard_hours_per_week,tower_weekly_cost_gbp,guard_weekly_cost_gbp,tower_total_cost_gbp,guard_total_cost_gbp,total_saving_gbp,saving_pct,annual_equivalent_saving_gbp,tower_rate_gbp_per_week,guard_rate_gbp_per_hr,coverage_model,attribution
6,3,24,6,26,432,900,6480,23400,168480,145080,86.1,290160,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,24,6,52,432,900,6480,46800,336960,290160,86.1,290160,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,24,7,4,504,900,7560,3600,30240,26640,88.1,346320,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,24,7,8,504,900,7560,7200,60480,53280,88.1,346320,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,24,7,12,504,900,7560,10800,90720,79920,88.1,346320,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,24,7,26,504,900,7560,23400,196560,173160,88.1,346320,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,24,7,52,504,900,7560,46800,393120,346320,88.1,346320,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
8,4,8,5,4,160,1200,2400,4800,9600,4800,50.0,62400,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
8,4,8,5,8,160,1200,2400,9600,19200,9600,50.0,62400,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
8,4,8,5,12,160,1200,2400,14400,28800,14400,50.0,62400,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
8,4,8,5,26,160,1200,2400,31200,62400,31200,50.0,62400,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
8,4,8,5,52,160,1200,2400,62400,124800,62400,50.0,62400,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
8,4,8,6,4,192,1200,2880,4800,11520,6720,58.3,87360,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
8,4,8,6,8,192,1200,2880,9600,23040,13440,58.3,87360,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
8,4,8,6,12,192,1200,2880,14400,34560,20160,58.3,87360,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
8,4,8,6,26,192,1200,2880,31200,74880,43680,58.3,87360,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
8,4,8,6,52,192,1200,2880,62400,149760,87360,58.3,87360,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
8,4,8,7,4,224,1200,3360,4800,13440,8640,64.3,112320,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
8,4,8,7,8,224,1200,3360,9600,26880,17280,64.3,112320,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
