site_size_ha,towers_required,guard_coverage_hrs_per_day,guard_coverage_days_per_week,deployment_weeks,guard_hours_per_week,tower_weekly_cost_gbp,guard_weekly_cost_gbp,tower_total_cost_gbp,guard_total_cost_gbp,total_saving_gbp,saving_pct,annual_equivalent_saving_gbp,tower_rate_gbp_per_week,guard_rate_gbp_per_hr,coverage_model,attribution
2,1,8,6,4,48,300,720,1200,2880,1680,58.3,21840,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
2,1,8,6,8,48,300,720,2400,5760,3360,58.3,21840,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
2,1,8,6,12,48,300,720,3600,8640,5040,58.3,21840,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
2,1,8,6,26,48,300,720,7800,18720,10920,58.3,21840,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
2,1,8,6,52,48,300,720,15600,37440,21840,58.3,21840,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
2,1,8,7,4,56,300,840,1200,3360,2160,64.3,28080,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
2,1,8,7,8,56,300,840,2400,6720,4320,64.3,28080,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
2,1,8,7,12,56,300,840,3600,10080,6480,64.3,28080,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
2,1,8,7,26,56,300,840,7800,21840,14040,64.3,28080,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
2,1,8,7,52,56,300,840,15600,43680,28080,64.3,28080,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
2,1,12,5,4,60,300,900,1200,3600,2400,66.7,31200,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
2,1,12,5,8,60,300,900,2400,7200,4800,66.7,31200,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
2,1,12,5,12,60,300,900,3600,10800,7200,66.7,31200,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
2,1,12,5,26,60,300,900,7800,23400,15600,66.7,31200,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
2,1,12,5,52,60,300,900,15600,46800,31200,66.7,31200,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
2,1,12,6,4,72,300,1080,1200,4320,3120,72.2,40560,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
2,1,12,6,8,72,300,1080,2400,8640,6240,72.2,40560,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
2,1,12,6,12,72,300,1080,3600,12960,9360,72.2,40560,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
2,1,12,6,26,72,300,1080,7800,28080,20280,72.2,40560,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
2,1,12,6,52,72,300,1080,15600,56160,40560,72.2,40560,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
2,1,12,7,4,84,300,1260,1200,5040,3840,76.2,49920,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
2,1,12,7,8,84,300,1260,2400,10080,7680,76.2,49920,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
2,1,12,7,12,84,300,1260,3600,15120,11520,76.2,49920,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
2,1,12,7,26,84,300,1260,7800,32760,24960,76.2,49920,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
2,1,12,7,52,84,300,1260,15600,65520,49920,76.2,49920,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
2,1,16,5,4,80,300,1200,1200,4800,3600,75.0,46800,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
2,1,16,5,8,80,300,1200,2400,9600,7200,75.0,46800,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
2,1,16,5,12,80,300,1200,3600,14400,10800,75.0,46800,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
2,1,16,5,26,80,300,1200,7800,31200,23400,75.0,46800,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
2,1,16,5,52,80,300,1200,15600,62400,46800,75.0,46800,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
2,1,16,6,4,96,300,1440,1200,5760,4560,79.2,59280,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
2,1,16,6,8,96,300,1440,2400,11520,9120,79.2,59280,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
2,1,16,6,12,96,300,1440,3600,17280,13680,79.2,59280,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
2,1,16,6,26,96,300,1440,7800,37440,29640,79.2,59280,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
2,1,16,6,52,96,300,1440,15600,74880,59280,79.2,59280,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
2,1,16,7,4,112,300,1680,1200,6720,5520,82.1,71760,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
2,1,16,7,8,112,300,1680,2400,13440,11040,82.1,71760,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
2,1,16,7,12,112,300,1680,3600,20160,16560,82.1,71760,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
2,1,16,7,26,112,300,1680,7800,43680,35880,82.1,71760,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
2,1,16,7,52,112,300,1680,15600,87360,71760,82.1,71760,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
2,1,24,5,4,120,300,1800,1200,7200,6000,83.3,78000,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
2,1,24,5,8,120,300,1800,2400,14400,12000,83.3,78000,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
2,1,24,5,12,120,300,1800,3600,21600,18000,83.3,78000,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
2,1,24,5,26,120,300,1800,7800,46800,39000,83.3,78000,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
2,1,24,5,52,120,300,1800,15600,93600,78000,83.3,78000,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
2,1,24,6,4,144,300,2160,1200,8640,7440,86.1,96720,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
2,1,24,6,8,144,300,2160,2400,17280,14880,86.1,96720,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
2,1,24,6,12,144,300,2160,3600,25920,22320,86.1,96720,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
2,1,24,6,26,144,300,2160,7800,56160,48360,86.1,96720,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
2,1,24,6,52,144,300,2160,15600,112320,96720,86.1,96720,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
2,1,24,7,4,168,300,2520,1200,10080,8880,88.1,115440,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
2,1,24,7,8,168,300,2520,2400,20160,17760,88.1,115440,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
2,1,24,7,12,168,300,2520,3600,30240,26640,88.1,115440,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
2,1,24,7,26,168,300,2520,7800,65520,57720,88.1,115440,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
2,1,24,7,52,168,300,2520,15600,131040,115440,88.1,115440,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,8,5,4,80,600,1200,2400,4800,2400,50.0,31200,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,8,5,8,80,600,1200,4800,9600,4800,50.0,31200,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,8,5,12,80,600,1200,7200,14400,7200,50.0,31200,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,8,5,26,80,600,1200,15600,31200,15600,50.0,31200,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,8,5,52,80,600,1200,31200,62400,31200,50.0,31200,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,8,6,4,96,600,1440,2400,5760,3360,58.3,43680,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,8,6,8,96,600,1440,4800,11520,6720,58.3,43680,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,8,6,12,96,600,1440,7200,17280,10080,58.3,43680,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,8,6,26,96,600,1440,15600,37440,21840,58.3,43680,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,8,6,52,96,600,1440,31200,74880,43680,58.3,43680,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,8,7,4,112,600,1680,2400,6720,4320,64.3,56160,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,8,7,8,112,600,1680,4800,13440,8640,64.3,56160,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,8,7,12,112,600,1680,7200,20160,12960,64.3,56160,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,8,7,26,112,600,1680,15600,43680,28080,64.3,56160,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,8,7,52,112,600,1680,31200,87360,56160,64.3,56160,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,12,5,4,120,600,1800,2400,7200,4800,66.7,62400,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,12,5,8,120,600,1800,4800,14400,9600,66.7,62400,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,12,5,12,120,600,1800,7200,21600,14400,66.7,62400,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,12,5,26,120,600,1800,15600,46800,31200,66.7,62400,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,12,5,52,120,600,1800,31200,93600,62400,66.7,62400,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,12,6,4,144,600,2160,2400,8640,6240,72.2,81120,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,12,6,8,144,600,2160,4800,17280,12480,72.2,81120,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,12,6,12,144,600,2160,7200,25920,18720,72.2,81120,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,12,6,26,144,600,2160,15600,56160,40560,72.2,81120,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,12,6,52,144,600,2160,31200,112320,81120,72.2,81120,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,12,7,4,168,600,2520,2400,10080,7680,76.2,99840,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,12,7,8,168,600,2520,4800,20160,15360,76.2,99840,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,12,7,12,168,600,2520,7200,30240,23040,76.2,99840,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,12,7,26,168,600,2520,15600,65520,49920,76.2,99840,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,12,7,52,168,600,2520,31200,131040,99840,76.2,99840,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,16,5,4,160,600,2400,2400,9600,7200,75.0,93600,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,16,5,8,160,600,2400,4800,19200,14400,75.0,93600,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,16,5,12,160,600,2400,7200,28800,21600,75.0,93600,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,16,5,26,160,600,2400,15600,62400,46800,75.0,93600,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,16,5,52,160,600,2400,31200,124800,93600,75.0,93600,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,16,6,4,192,600,2880,2400,11520,9120,79.2,118560,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,16,6,8,192,600,2880,4800,23040,18240,79.2,118560,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,16,6,12,192,600,2880,7200,34560,27360,79.2,118560,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,16,6,26,192,600,2880,15600,74880,59280,79.2,118560,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,16,6,52,192,600,2880,31200,149760,118560,79.2,118560,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,16,7,4,224,600,3360,2400,13440,11040,82.1,143520,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,16,7,8,224,600,3360,4800,26880,22080,82.1,143520,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,16,7,12,224,600,3360,7200,40320,33120,82.1,143520,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,16,7,26,224,600,3360,15600,87360,71760,82.1,143520,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,16,7,52,224,600,3360,31200,174720,143520,82.1,143520,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,24,5,4,240,600,3600,2400,14400,12000,83.3,156000,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,24,5,8,240,600,3600,4800,28800,24000,83.3,156000,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,24,5,12,240,600,3600,7200,43200,36000,83.3,156000,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,24,5,26,240,600,3600,15600,93600,78000,83.3,156000,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,24,5,52,240,600,3600,31200,187200,156000,83.3,156000,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,24,6,4,288,600,4320,2400,17280,14880,86.1,193440,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,24,6,8,288,600,4320,4800,34560,29760,86.1,193440,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,24,6,12,288,600,4320,7200,51840,44640,86.1,193440,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,24,6,26,288,600,4320,15600,112320,96720,86.1,193440,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,24,6,52,288,600,4320,31200,224640,193440,86.1,193440,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,24,7,4,336,600,5040,2400,20160,17760,88.1,230880,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,24,7,8,336,600,5040,4800,40320,35520,88.1,230880,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,24,7,12,336,600,5040,7200,60480,53280,88.1,230880,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,24,7,26,336,600,5040,15600,131040,115440,88.1,230880,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
4,2,24,7,52,336,600,5040,31200,262080,230880,88.1,230880,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,8,5,4,120,900,1800,3600,7200,3600,50.0,46800,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,8,5,8,120,900,1800,7200,14400,7200,50.0,46800,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,8,5,12,120,900,1800,10800,21600,10800,50.0,46800,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,8,5,26,120,900,1800,23400,46800,23400,50.0,46800,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,8,5,52,120,900,1800,46800,93600,46800,50.0,46800,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,8,6,4,144,900,2160,3600,8640,5040,58.3,65520,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,8,6,8,144,900,2160,7200,17280,10080,58.3,65520,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,8,6,12,144,900,2160,10800,25920,15120,58.3,65520,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,8,6,26,144,900,2160,23400,56160,32760,58.3,65520,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,8,6,52,144,900,2160,46800,112320,65520,58.3,65520,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,8,7,4,168,900,2520,3600,10080,6480,64.3,84240,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,8,7,8,168,900,2520,7200,20160,12960,64.3,84240,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,8,7,12,168,900,2520,10800,30240,19440,64.3,84240,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,8,7,26,168,900,2520,23400,65520,42120,64.3,84240,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,8,7,52,168,900,2520,46800,131040,84240,64.3,84240,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,12,5,4,180,900,2700,3600,10800,7200,66.7,93600,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,12,5,8,180,900,2700,7200,21600,14400,66.7,93600,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,12,5,12,180,900,2700,10800,32400,21600,66.7,93600,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,12,5,26,180,900,2700,23400,70200,46800,66.7,93600,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,12,5,52,180,900,2700,46800,140400,93600,66.7,93600,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,12,6,4,216,900,3240,3600,12960,9360,72.2,121680,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,12,6,8,216,900,3240,7200,25920,18720,72.2,121680,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,12,6,12,216,900,3240,10800,38880,28080,72.2,121680,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,12,6,26,216,900,3240,23400,84240,60840,72.2,121680,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,12,6,52,216,900,3240,46800,168480,121680,72.2,121680,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,12,7,4,252,900,3780,3600,15120,11520,76.2,149760,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,12,7,8,252,900,3780,7200,30240,23040,76.2,149760,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,12,7,12,252,900,3780,10800,45360,34560,76.2,149760,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,12,7,26,252,900,3780,23400,98280,74880,76.2,149760,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,12,7,52,252,900,3780,46800,196560,149760,76.2,149760,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,16,5,4,240,900,3600,3600,14400,10800,75.0,140400,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,16,5,8,240,900,3600,7200,28800,21600,75.0,140400,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,16,5,12,240,900,3600,10800,43200,32400,75.0,140400,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,16,5,26,240,900,3600,23400,93600,70200,75.0,140400,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,16,5,52,240,900,3600,46800,187200,140400,75.0,140400,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,16,6,4,288,900,4320,3600,17280,13680,79.2,177840,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,16,6,8,288,900,4320,7200,34560,27360,79.2,177840,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,16,6,12,288,900,4320,10800,51840,41040,79.2,177840,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,16,6,26,288,900,4320,23400,112320,88920,79.2,177840,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,16,6,52,288,900,4320,46800,224640,177840,79.2,177840,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,16,7,4,336,900,5040,3600,20160,16560,82.1,215280,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,16,7,8,336,900,5040,7200,40320,33120,82.1,215280,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,16,7,12,336,900,5040,10800,60480,49680,82.1,215280,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,16,7,26,336,900,5040,23400,131040,107640,82.1,215280,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,16,7,52,336,900,5040,46800,262080,215280,82.1,215280,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,24,5,4,360,900,5400,3600,21600,18000,83.3,234000,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,24,5,8,360,900,5400,7200,43200,36000,83.3,234000,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,24,5,12,360,900,5400,10800,64800,54000,83.3,234000,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,24,5,26,360,900,5400,23400,140400,117000,83.3,234000,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,24,5,52,360,900,5400,46800,280800,234000,83.3,234000,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,24,6,4,432,900,6480,3600,25920,22320,86.1,290160,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,24,6,8,432,900,6480,7200,51840,44640,86.1,290160,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
6,3,24,6,12,432,900,6480,10800,77760,66960,86.1,290160,300,15,1 tower per 2ha,Fyrfly Systems Ltd — www.fyrflysystems.com/cctv-tower.html
